,posicion_medicina,posicion_categoria,titulo_medicina,titulo_articulo,peso
0,0,1,Ullrich congenital muscular dystrophy,Ullrich's congenital atonic sclerotic muscular dystrophy. A case report,42.857142857142854
1,0,2,Ullrich congenital muscular dystrophy,A clinical and histological study of Ullrich's disease (congenital atonic-sclerotic muscular dystrophy),33.33333333333333
2,0,4,Ullrich congenital muscular dystrophy,Congenital muscular dystrophies and unstructured congenital myopathies,50.0
3,0,5,Ullrich congenital muscular dystrophy,"Congenital, hypotonic-sclerotic muscular dystrophy",60.00000000000001
4,0,6,Ullrich congenital muscular dystrophy,Congenital atonic-sclerotic muscular dystrophy (Ullrich type),50.0
5,0,7,Ullrich congenital muscular dystrophy,Cyclosporine A in Ullrich Congenital Muscular Dystrophy: Long-Term Results,25.0
6,0,11,Ullrich congenital muscular dystrophy,Transcriptome profiling identifies regulators of pathogenesis in collagen VI related muscular dystrophy.,25.0
7,0,13,Ullrich congenital muscular dystrophy,Dystrophin-glycoproteins associated in congenital muscular dystrophy: immunohistochemical analysis of 59 Brazilian cases Complexo distrofina-glicoproteínas associadas na distrofia muscular congênita: análise imuno-histoquímica em 59 casos,17.64705882352941
8,0,42,Ullrich congenital muscular dystrophy,METHOD FOR ADJUSTING A HEARING DEVICE AS WELL AS AN ARRANGEMENT FOR ADJUSTING A HEARING DEVICE,16.666666666666664
9,0,124,Ullrich congenital muscular dystrophy,"Los Altos teen co-stars in Netflix series, aims to be role model ...",14.285714285714285
10,0,125,Ullrich congenital muscular dystrophy,Muscular dystrophy was no barrier to Sarah's dream career in ...,40.0
11,0,133,Ullrich congenital muscular dystrophy,Expression of c-myc oncogene in colorectal polyps as a biological marker for monitoring malignant potential,10.0
12,0,150,Ullrich congenital muscular dystrophy,A lack of direct role of hepatitis B virus in the activation of ras and c-myc oncogenes in human hepatocellular carcinogenesis,8.333333333333332
13,0,152,Ullrich congenital muscular dystrophy,Dietary vitamin A and the risk of intraepithelial and invasive cervical neoplasia,12.5
14,0,198,Ullrich congenital muscular dystrophy,DNA methylation by N-nitrosomethylbenzylamine in target and non-target tissues of laboratory rodents. Comparison with carcinogenicity,8.333333333333332
15,0,221,Ullrich congenital muscular dystrophy,Properties of the H-4-II-E tumor cell system. I. Growth and cell proliferation kinetics of an experimental hepatoma,10.0
16,0,222,Ullrich congenital muscular dystrophy,Improvement of pancreatic cancer model by modified treatment with N-nitroso-bis (2-oxopropyl) amine,11.11111111111111
17,0,364,Ullrich congenital muscular dystrophy,Congenital spinal deformity in a three generation family,20.0
18,0,390,Ullrich congenital muscular dystrophy,Congenital sinuses of the lower lip: reappraisal of Van der Woude syndrome on the basis of nine patients,11.11111111111111
19,0,394,Ullrich congenital muscular dystrophy,Congenital cardiac tumors in association with orofacial clefts,16.666666666666664
20,0,410,Ullrich congenital muscular dystrophy,Congenital anomalies in American Indians of British Columbia,33.33333333333333
21,0,417,Ullrich congenital muscular dystrophy,Congenital anomalies in patients with choanal atresia: CHARGE-association,14.285714285714285
22,0,429,Ullrich congenital muscular dystrophy,Sauna and congenital defects,33.33333333333333
23,0,432,Ullrich congenital muscular dystrophy,Preliminary study of the effects of carbamazepine on congenital orofacial defects in offspring of A/J mice,20.0
24,0,435,Ullrich congenital muscular dystrophy,Design of a postdoctoral training program in the treatment of children with congenital orofacial clefts,12.5
25,0,436,Ullrich congenital muscular dystrophy,Psychosocial considerations in the dental treatment of individuals with congenital orofacial clefting: a summary for clinicians,10.0
26,0,465,Ullrich congenital muscular dystrophy,Incidence Assessment of MTHFR C677T and A1298C Polymorphisms in Iranian Non-syndromic Cleft Lip and/or Palate Patients,12.5
27,0,469,Ullrich congenital muscular dystrophy,Pattern of congenital heart defects among children with orofacial clefts in Northern Nigeria,14.285714285714285
28,0,473,Ullrich congenital muscular dystrophy,A survey of congenital heart disease and other organic malformations associated with different types of orofacial clefts in Eastern China.,9.090909090909092
29,0,494,Ullrich congenital muscular dystrophy,Congenital anomalies associated with syndromic and non-syndromic cleft lip and palate,14.285714285714285
30,1,3,obsolete JMP syndrome,"Ullrich syndrome: a hypotonic disorder of early infancy, difficult to define as an entity",14.285714285714285
31,1,178,obsolete JMP syndrome,A case of double malignant neoplasms with posthepatitis aplastic anemia and Stevens-Johnson-like syndrome induced by drugs,10.0
32,1,198,obsolete JMP syndrome,DNA methylation by N-nitrosomethylbenzylamine in target and non-target tissues of laboratory rodents. Comparison with carcinogenicity,8.333333333333332
33,1,221,obsolete JMP syndrome,Properties of the H-4-II-E tumor cell system. I. Growth and cell proliferation kinetics of an experimental hepatoma,10.0
34,1,222,obsolete JMP syndrome,Improvement of pancreatic cancer model by modified treatment with N-nitroso-bis (2-oxopropyl) amine,11.11111111111111
35,1,375,obsolete JMP syndrome,Spondylocostal dysostosis. An easily recognizable syndrome with a difficult genetic counselling (author's transl),11.11111111111111
36,1,385,obsolete JMP syndrome,Syndrome patients within the framework of the early orthodontic treatment of infants with cheilognathopalatoschisis,12.5
37,1,390,obsolete JMP syndrome,Congenital sinuses of the lower lip: reappraisal of Van der Woude syndrome on the basis of nine patients,11.11111111111111
38,1,396,obsolete JMP syndrome,Duplication of mental nerve in a patient with cleft lip-palate and rubella syndrome,11.11111111111111
39,1,398,obsolete JMP syndrome,Otolaryngological manifestations of the Stickler syndrome,33.33333333333333
40,1,402,obsolete JMP syndrome,Popliteal pterygium syndrome,33.33333333333333
41,1,412,obsolete JMP syndrome,"Acalvaria, holoprosencephaly, and facial dysmorphism syndrome",25.0
42,1,413,obsolete JMP syndrome,Oral and craniofacial morphology of a patient with Larsen syndrome,20.0
43,1,438,obsolete JMP syndrome,The association of cleft lip and palate with basal cell nevus syndrome,14.285714285714285
44,1,450,obsolete JMP syndrome,Studies of malformation syndromes of man XXXXI B: nosologic studies in the Hanhart and the Möbius syndrome,14.285714285714285
45,1,464,obsolete JMP syndrome,Non‐random distribution of deleterious mutations in the DNA and protein‐binding domains of IRF6 are associated with Van Der Woude syndrome,16.666666666666664
46,1,465,obsolete JMP syndrome,Incidence Assessment of MTHFR C677T and A1298C Polymorphisms in Iranian Non-syndromic Cleft Lip and/or Palate Patients,12.5
47,1,487,obsolete JMP syndrome,Goldenhar syndrome: clinical features with orofacial emphasis,16.666666666666664
48,1,524,obsolete JMP syndrome,DK Metcalf has made Tyler Lockett obsolete for two weeks,50.0
49,1,525,obsolete JMP syndrome,These 7 email phrases will be obsolete in five years,25.0
50,1,526,obsolete JMP syndrome,"In 5 years, these jobs will be all but obsolete",33.33333333333333
51,1,528,obsolete JMP syndrome,‘Gas leak victims vulnerable to post-traumatic syndrome’,12.5
52,1,529,obsolete JMP syndrome,Unpaid internships may be obsolete after the pandemic (so stop arguing),25.0
53,1,532,obsolete JMP syndrome,12 old-school habits that are becoming obsolete,25.0
54,2,3,obsolete Saldino-Noonan syndrome,"Ullrich syndrome: a hypotonic disorder of early infancy, difficult to define as an entity",14.285714285714285
55,2,7,obsolete Saldino-Noonan syndrome,Cyclosporine A in Ullrich Congenital Muscular Dystrophy: Long-Term Results,25.0
56,2,42,obsolete Saldino-Noonan syndrome,METHOD FOR ADJUSTING A HEARING DEVICE AS WELL AS AN ARRANGEMENT FOR ADJUSTING A HEARING DEVICE,16.666666666666664
57,2,83,obsolete Saldino-Noonan syndrome,KINASES AS TARGETS FOR ANTI-DIABETIC THERAPY,20.0
58,2,124,obsolete Saldino-Noonan syndrome,"Los Altos teen co-stars in Netflix series, aims to be role model ...",14.285714285714285
59,2,152,obsolete Saldino-Noonan syndrome,Dietary vitamin A and the risk of intraepithelial and invasive cervical neoplasia,12.5
60,2,161,obsolete Saldino-Noonan syndrome,Pancreatic carcinogenicity of N-nitrosobis(2-oxopropyl)-amine in diabetic and non-diabetic Chinese hamsters,12.5
61,2,178,obsolete Saldino-Noonan syndrome,A case of double malignant neoplasms with posthepatitis aplastic anemia and Stevens-Johnson-like syndrome induced by drugs,10.0
62,2,198,obsolete Saldino-Noonan syndrome,DNA methylation by N-nitrosomethylbenzylamine in target and non-target tissues of laboratory rodents. Comparison with carcinogenicity,16.666666666666664
63,2,221,obsolete Saldino-Noonan syndrome,Properties of the H-4-II-E tumor cell system. I. Growth and cell proliferation kinetics of an experimental hepatoma,10.0
64,2,222,obsolete Saldino-Noonan syndrome,Improvement of pancreatic cancer model by modified treatment with N-nitroso-bis (2-oxopropyl) amine,11.11111111111111
65,2,239,obsolete Saldino-Noonan syndrome,A Non-interventional Clinical Trial Assessing Immune Responses After Radiofrequency Ablation of Liver Metastases From Colorectal Cancer,33.33333333333333
66,2,286,obsolete Saldino-Noonan syndrome,DIRECT CONVERSION X-RAY DETECTOR WITH RADIATION PROTECTION FOR ELECTRONICS,11.11111111111111
67,2,305,obsolete Saldino-Noonan syndrome,DEVICE USING X-RAYS TO HIGHLIGHT SOFT-TISSUE PARTS IN MEDICAL RADIOTHERAPY,14.285714285714285
68,2,352,obsolete Saldino-Noonan syndrome,NASH limits anti-tumour surveillance in immunotherapy ...,16.666666666666664
69,2,375,obsolete Saldino-Noonan syndrome,Spondylocostal dysostosis. An easily recognizable syndrome with a difficult genetic counselling (author's transl),11.11111111111111
70,2,385,obsolete Saldino-Noonan syndrome,Syndrome patients within the framework of the early orthodontic treatment of infants with cheilognathopalatoschisis,12.5
71,2,390,obsolete Saldino-Noonan syndrome,Congenital sinuses of the lower lip: reappraisal of Van der Woude syndrome on the basis of nine patients,11.11111111111111
72,2,396,obsolete Saldino-Noonan syndrome,Duplication of mental nerve in a patient with cleft lip-palate and rubella syndrome,11.11111111111111
73,2,398,obsolete Saldino-Noonan syndrome,Otolaryngological manifestations of the Stickler syndrome,33.33333333333333
74,2,402,obsolete Saldino-Noonan syndrome,Popliteal pterygium syndrome,33.33333333333333
75,2,412,obsolete Saldino-Noonan syndrome,"Acalvaria, holoprosencephaly, and facial dysmorphism syndrome",25.0
76,2,413,obsolete Saldino-Noonan syndrome,Oral and craniofacial morphology of a patient with Larsen syndrome,20.0
77,2,432,obsolete Saldino-Noonan syndrome,Preliminary study of the effects of carbamazepine on congenital orofacial defects in offspring of A/J mice,10.0
78,2,438,obsolete Saldino-Noonan syndrome,The association of cleft lip and palate with basal cell nevus syndrome,14.285714285714285
79,2,450,obsolete Saldino-Noonan syndrome,Studies of malformation syndromes of man XXXXI B: nosologic studies in the Hanhart and the Möbius syndrome,14.285714285714285
80,2,464,obsolete Saldino-Noonan syndrome,Non‐random distribution of deleterious mutations in the DNA and protein‐binding domains of IRF6 are associated with Van Der Woude syndrome,16.666666666666664
81,2,465,obsolete Saldino-Noonan syndrome,Incidence Assessment of MTHFR C677T and A1298C Polymorphisms in Iranian Non-syndromic Cleft Lip and/or Palate Patients,25.0
82,2,466,obsolete Saldino-Noonan syndrome,Pre-operative haematological investigations in paediatric orofacial cleft repair: Any relevance to management outcome?,8.333333333333332
83,2,477,obsolete Saldino-Noonan syndrome,Non-syndromic oral clefts and risk of cancer: a systematic review,11.11111111111111
84,2,487,obsolete Saldino-Noonan syndrome,Goldenhar syndrome: clinical features with orofacial emphasis,16.666666666666664
85,2,494,obsolete Saldino-Noonan syndrome,Congenital anomalies associated with syndromic and non-syndromic cleft lip and palate,14.285714285714285
86,2,498,obsolete Saldino-Noonan syndrome,Mutation and association analysis of the PVR and PVRL2 genes in patients with non-syndromic cleft lip and palate,10.0
87,2,524,obsolete Saldino-Noonan syndrome,DK Metcalf has made Tyler Lockett obsolete for two weeks,50.0
88,2,525,obsolete Saldino-Noonan syndrome,These 7 email phrases will be obsolete in five years,25.0
89,2,526,obsolete Saldino-Noonan syndrome,"In 5 years, these jobs will be all but obsolete",33.33333333333333
90,2,528,obsolete Saldino-Noonan syndrome,‘Gas leak victims vulnerable to post-traumatic syndrome’,25.0
91,2,529,obsolete Saldino-Noonan syndrome,Unpaid internships may be obsolete after the pandemic (so stop arguing),25.0
92,2,532,obsolete Saldino-Noonan syndrome,12 old-school habits that are becoming obsolete,25.0
93,3,7,liver carcinoma in situ,Cyclosporine A in Ullrich Congenital Muscular Dystrophy: Long-Term Results,25.0
94,3,42,liver carcinoma in situ,METHOD FOR ADJUSTING A HEARING DEVICE AS WELL AS AN ARRANGEMENT FOR ADJUSTING A HEARING DEVICE,16.666666666666664
95,3,131,liver carcinoma in situ,AFP gene expression and antigenic protein localization in the cells of hepatocellular carcinoma and its surrounding tissues,11.11111111111111
96,3,132,liver carcinoma in situ,Detection of HBV DNA in hepatocellular carcinoma by in situ hybridization using a biotin-labelled probe,28.57142857142857
97,3,133,liver carcinoma in situ,Expression of c-myc oncogene in colorectal polyps as a biological marker for monitoring malignant potential,10.0
98,3,135,liver carcinoma in situ,Two autopsy cases associated with a latent superficial carcinoma of esophagus,16.666666666666664
99,3,136,liver carcinoma in situ,"Studies on the gap junctional intercellular communication (GJIC) of human stomach carcinoma cells in comparison with normal cells and the effect of the tumor promoter, TPA",7.142857142857142
100,3,137,liver carcinoma in situ,Chromosomal assignment of woodchuck hepatitis virus (WHV) DNA integration sites in a woodchuck hepatocellular carcinoma-derived cell line (WH257GE10),8.333333333333332
101,3,138,liver carcinoma in situ,Choriocarcinoma and transitional cell carcinoma of the bladder--a case report and review of the clinical evolution of disease in reported cases,9.090909090909092
102,3,139,liver carcinoma in situ,In vivo expression of two novel tumor-associated antigens and their use in immunolocalization of human hepatocellular carcinoma,10.0
103,3,140,liver carcinoma in situ,In situ localization of melanotransferrin (melanoma-associated antigen P97) in human liver. A light- and electronmicroscopic immunohistochemical study,20.0
104,3,141,liver carcinoma in situ,Expression of the preproenkephalin A gene in tumor cells and brain glioma: a northern and in situ hybridization study,9.090909090909092
105,3,143,liver carcinoma in situ,"Morphology, distribution and its significance of intrahepatic HBV DNA in liver disease: a study by in situ hybridization",25.0
106,3,144,liver carcinoma in situ,Surgery of benign liver tumors,25.0
107,3,146,liver carcinoma in situ,Regional mapping to 4q32.1 by in situ hybridization of a DNA domain rearranged in human liver cancer,22.22222222222222
108,3,149,liver carcinoma in situ,Analysis of alpha-fetoprotein gene expression in hepatocellular carcinoma and liver cirrhosis by in situ hybridization,27.27272727272727
109,3,150,liver carcinoma in situ,A lack of direct role of hepatitis B virus in the activation of ras and c-myc oncogenes in human hepatocellular carcinogenesis,8.333333333333332
110,3,151,liver carcinoma in situ,Relationship of intrahepatic bile duct hyperplasia to cholangiocellular carcinoma,14.285714285714285
111,3,152,liver carcinoma in situ,Dietary vitamin A and the risk of intraepithelial and invasive cervical neoplasia,12.5
112,3,154,liver carcinoma in situ,Achievements of tumor surgery in tumors of the liver and bile ducts,14.285714285714285
113,3,155,liver carcinoma in situ,Inhibition of pancreatic and liver carcinogenesis in rats by retinoid- and selenium-supplemented diets,12.5
114,3,156,liver carcinoma in situ,Hepatitis B virus DNA detection by in situ hybridization in human hepatocellular carcinoma,25.0
115,3,157,liver carcinoma in situ,Colonization of the rat liver by syngeneic tumor cells. An experimental approach by in vivo and in situ studies,18.181818181818183
116,3,164,liver carcinoma in situ,Varying nuclear staining intensity of hepatitis B virus DNA in human hepatocellular carcinoma,14.285714285714285
117,3,168,liver carcinoma in situ,"Different sensitivity of two Walker 256 carcinoma lines to cyclophosphamide: correlation with drug distribution, biotransformation and macromolecule binding",10.0
118,3,170,liver carcinoma in situ,A curative surgical approach to gallbladder carcinoma in its early stages,16.666666666666664
119,3,175,liver carcinoma in situ,Hepatitis B virus DNA detected in formalin-fixed liver specimens and its relation to serologic markers and histopathologic features in chronic liver disease,8.333333333333332
120,3,177,liver carcinoma in situ,Hepatobiliary carcinoma associated with primary sclerosing cholangitis and chronic ulcerative colitis,14.285714285714285
121,3,180,liver carcinoma in situ,Detection of messenger RNAs of alpha-fetoprotein and albumin in a human hepatoma cell line by in situ hybridization,8.333333333333332
122,3,181,liver carcinoma in situ,Chromosomal site of hepatitis B virus (HBV) integration in a human hepatocellular carcinoma-derived cell line,12.5
123,3,182,liver carcinoma in situ,Increased liver chemiluminescence in tumor-bearing mice,25.0
124,3,184,liver carcinoma in situ,Prolonged binding of a radiolabeled monoclonal antibody (B72.3) used for the in situ radioimmunodetection of human colon carcinoma xenografts,22.22222222222222
125,3,185,liver carcinoma in situ,Cholangiocellular carcinoma in polycystic kidney and liver disease,33.33333333333333
126,3,189,liver carcinoma in situ,In situ 125I-labelling of endosome proteins with lactoperoxidase conjugates,16.666666666666664
127,3,193,liver carcinoma in situ,Carcinoma in situ of the gallbladder. A clinicopathologic study of 18 cases,33.33333333333333
128,3,195,liver carcinoma in situ,A sequential study of methapyrilene hydrochloride-induced liver carcinogenesis in male F344 rats,11.11111111111111
129,3,196,liver carcinoma in situ,Merkel cell carcinoma of the vulva,33.33333333333333
130,3,198,liver carcinoma in situ,DNA methylation by N-nitrosomethylbenzylamine in target and non-target tissues of laboratory rodents. Comparison with carcinogenicity,8.333333333333332
131,3,201,liver carcinoma in situ,Definition of antigenic heterogeneity and modulation among human mammary carcinoma cell populations using monoclonal antibodies to tumor-associated antigens,7.6923076923076925
132,3,202,liver carcinoma in situ,Synthesis of vimentin in a reticulocyte cell-free system programmed by poly(A)-rich RNA from several cell lines and rat liver,11.11111111111111
133,3,203,liver carcinoma in situ,Cytokeratin and nonhistone protein antigenic changes in rat liver during azo dye but not hepatotoxin feeding,12.5
134,3,205,liver carcinoma in situ,Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 50-1982. Liver dysfunction after total colectomy for intestinal polyposis,9.090909090909092
135,3,206,liver carcinoma in situ,DNA content of liver cell nuclei of N-2-fluorenylacetamide-induced altered foci and neoplasms in rats and human hyperplastic foci,10.0
136,3,210,liver carcinoma in situ,A case of carcinoma of the gallbladder with unusual clinical course,16.666666666666664
137,3,213,liver carcinoma in situ,Radiation sensitivity of DNA molecules in situ in normal and neoplastic tissues of mice,11.11111111111111
138,3,219,liver carcinoma in situ,Expression of hormonally induced tyrosine aminotransferase in host liver and Morris hepatoma No. 7777 during cofactor depletion,12.5
139,3,220,liver carcinoma in situ,Lipid dependence of mitochondrial monoamine oxidase from rat hepatoma 27 with the use of rat liver lipid exchange proteins,9.090909090909092
140,3,221,liver carcinoma in situ,Properties of the H-4-II-E tumor cell system. I. Growth and cell proliferation kinetics of an experimental hepatoma,10.0
141,3,222,liver carcinoma in situ,Improvement of pancreatic cancer model by modified treatment with N-nitroso-bis (2-oxopropyl) amine,11.11111111111111
142,3,229,liver carcinoma in situ,"Expression of hormonally induced tyrosine transaminase in normal, host liver and three Morris hepatomas",14.285714285714285
143,3,231,liver carcinoma in situ,In situ delivery of allogeneic natural killer cell (NK) combined with Cetuximab in liver metastases of gastrointestinal carcinoma: A phase I clinical trial,23.076923076923077
144,3,232,liver carcinoma in situ,"In vivo and in vitro suppression of hepatocellular carcinoma by EF24, a curcumin analog.",16.666666666666664
145,3,234,liver carcinoma in situ,Expression features and clinical significance of the microRNA-888 gene family in hepatocellular carcinoma,12.5
146,3,236,liver carcinoma in situ,Landscape of infiltrating B cells and their clinical significance in human hepatocellular carcinoma,14.285714285714285
147,3,238,liver carcinoma in situ,"Preparation, Synergism, and Biocompatibility of in situ Liquid Crystals Loaded with Sinomenine and 5-Fluorouracil for Treatment of Liver Cancer",33.33333333333333
148,3,242,liver carcinoma in situ,LncRNA RP11-307C12.11 promotes the growth of hepatocellular carcinoma by acting as a molecular sponge of miR-138,20.0
149,3,351,liver carcinoma in situ,RNA circCSPP1 promotes liver cancer progression | OTT,33.33333333333333
150,3,353,liver carcinoma in situ,Ductal carcinoma in situ tied to threefold higher risk for death,33.33333333333333
151,3,356,liver carcinoma in situ,Mouse model closely reproduces human fatty liver disease,16.666666666666664
152,3,357,liver carcinoma in situ,Fluorescent dye helps guide pediatric liver tumor resection,16.666666666666664
153,3,358,liver carcinoma in situ,"Large cell carcinoma: Stages, treatment, prognosis, and more",16.666666666666664
154,3,432,liver carcinoma in situ,Preliminary study of the effects of carbamazepine on congenital orofacial defects in offspring of A/J mice,10.0
155,3,465,liver carcinoma in situ,Incidence Assessment of MTHFR C677T and A1298C Polymorphisms in Iranian Non-syndromic Cleft Lip and/or Palate Patients,12.5
156,4,7,obsolete hereditary sensory neuropathy,Cyclosporine A in Ullrich Congenital Muscular Dystrophy: Long-Term Results,25.0
157,4,42,obsolete hereditary sensory neuropathy,METHOD FOR ADJUSTING A HEARING DEVICE AS WELL AS AN ARRANGEMENT FOR ADJUSTING A HEARING DEVICE,16.666666666666664
158,4,71,obsolete hereditary sensory neuropathy,METHOD FOR MONITORING THE SIGNAL VALUE OF A VACUUM SENSOR,25.0
159,4,74,obsolete hereditary sensory neuropathy,FLEXIBLE STOP FOR AN ACCELERATION SENSOR,50.0
160,4,95,obsolete hereditary sensory neuropathy,SYSTEM FOR HAPTICALLY REPRESENTING SENSOR INPUT,20.0
161,4,116,obsolete hereditary sensory neuropathy,BATTERY SENSOR,50.0
162,4,152,obsolete hereditary sensory neuropathy,Dietary vitamin A and the risk of intraepithelial and invasive cervical neoplasia,12.5
163,4,198,obsolete hereditary sensory neuropathy,DNA methylation by N-nitrosomethylbenzylamine in target and non-target tissues of laboratory rodents. Comparison with carcinogenicity,8.333333333333332
164,4,221,obsolete hereditary sensory neuropathy,Properties of the H-4-II-E tumor cell system. I. Growth and cell proliferation kinetics of an experimental hepatoma,10.0
165,4,222,obsolete hereditary sensory neuropathy,Improvement of pancreatic cancer model by modified treatment with N-nitroso-bis (2-oxopropyl) amine,11.11111111111111
166,4,250,obsolete hereditary sensory neuropathy,MAGNETIC FIELD SENSOR AND METHOD FOR DETERMINING AND CORRECTING AN OFFSET VOLTAGE OF A MAGNETIC FIELD SENSOR,20.0
167,4,251,obsolete hereditary sensory neuropathy,HALL SENSOR,100.0
168,4,253,obsolete hereditary sensory neuropathy,RADAR SENSOR,50.0
169,4,366,obsolete hereditary sensory neuropathy,Spondylothoracic and spondylocostal dysostosis. Hereditary forms of spinal deformity,14.285714285714285
170,4,432,obsolete hereditary sensory neuropathy,Preliminary study of the effects of carbamazepine on congenital orofacial defects in offspring of A/J mice,10.0
171,4,437,obsolete hereditary sensory neuropathy,Incidence of sensory integrative dysfunction among children with orofacial cleft,14.285714285714285
172,4,441,obsolete hereditary sensory neuropathy,The incidence of sensory integrative dysfunction among children with orofacial cleft,14.285714285714285
173,4,442,obsolete hereditary sensory neuropathy,The incidence of sensory integrative dysfunction among children with orofacial cleft: a critique,12.5
174,4,465,obsolete hereditary sensory neuropathy,Incidence Assessment of MTHFR C677T and A1298C Polymorphisms in Iranian Non-syndromic Cleft Lip and/or Palate Patients,12.5
175,4,524,obsolete hereditary sensory neuropathy,DK Metcalf has made Tyler Lockett obsolete for two weeks,50.0
176,4,525,obsolete hereditary sensory neuropathy,These 7 email phrases will be obsolete in five years,25.0
177,4,526,obsolete hereditary sensory neuropathy,"In 5 years, these jobs will be all but obsolete",33.33333333333333
178,4,529,obsolete hereditary sensory neuropathy,Unpaid internships may be obsolete after the pandemic (so stop arguing),25.0
